Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
31.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,12.154782018483216
37.0,4.7,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,16,7.7583228489973575
21.0,4.5,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,13,20.056084886648662
20.0,4.9,Sandstorms,Medium,1,Snack,scooter,0.0,No,Metropolitian,22,6.213930562773624
35.0,4.7,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,9.213903122611125
22.0,4.7,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,20,8.932252090145694
34.0,4.7,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,28,19.602420343635785
22.0,4.7,Fog,Low,1,Snack,motorcycle,1.0,No,Urban,28,19.647150892778953
21.0,4.8,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,19,17.127119993277393
22.0,4.6,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,21,20.16414405648821
39.0,4.6,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,Urban,17,5.955066863630696
35.0,4.8,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,16,13.672467376825999
27.0,4.9,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,16,3.0507845810429366
28.0,4.6,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,21,9.309896517799798
22.0,4.8,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Urban,25,6.142824430338614
38.0,5.0,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,16,8.93256456453962
,,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,22,12.572369364893285
26.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,3.0624112193526765
28.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,14.143914925457633
30.0,4.7,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,19,9.320747300598178
32.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26,7.857731631182655
37.0,4.0,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,33,9.30717443101688
31.0,4.8,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30,10.750141793227106
26.0,4.7,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,24,4.534994271415955
30.0,4.9,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,47,1.5127572742381723
36.0,4.8,Sandstorms,Medium,1,Buffet,scooter,0.0,No,Metropolitian,25,9.307767423649617
33.0,5.0,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,15,7.78553380615449
34.0,4.3,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,7.678958557644989
31.0,4.5,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,30,17.287005375714283
27.0,4.8,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,16,13.757973607735718
38.0,4.1,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,38,12.229484834765366
30.0,4.9,Cloudy,Jam,1,Buffet,scooter,1.0,No,,48,19.9618223168653
22.0,4.8,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,17,19.614716610759853
22.0,4.6,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,27,7.557322164983598
21.0,4.6,Fog,Medium,0,Buffet,motorcycle,,No,Metropolitian,22,9.320869521302736
35.0,4.8,Cloudy,Jam,0,Snack,motorcycle,3.0,No,Metropolitian,48,10.558354568402928
27.0,4.9,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,21,20.81815943841785
39.0,4.8,Fog,Medium,0,Buffet,motorcycle,3.0,Yes,Metropolitian,48,13.611780438781901
37.0,4.7,Sunny,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,26,12.153380986402325
35.0,4.6,Fog,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,29,4.679064513833326
39.0,4.6,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,6.204905793810754
22.0,4.8,Stormy,Low,1,Snack,scooter,0.0,No,Urban,18,3.0718527399915567
23.0,4.6,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,23,6.124836276765968
35.0,4.9,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,26,4.402914862965007
34.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Urban,30,9.169804324696083
27.0,4.7,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,13,4.525315756693908
37.0,4.8,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,28,1.508491727722174
20.0,4.9,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,12.064805608611533
22.0,4.8,Fog,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,26,13.893963339064582
22.0,4.6,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,1.4888641361732353
33.0,4.6,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,12.572369364893285
15.0,1.0,,,3,Snack,scooter,0.0,No,Metropolitian,23,4273.053011173584
38.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,48,19.45925110896507
26.0,4.8,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,42,10.634814762947508
35.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Semi-Urban,51,19.962745479962027
26.0,5.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,17.12672803570357
29.0,4.9,Sunny,High,1,Meal,motorcycle,0.0,No,Urban,10,5.955277732254465
25.0,4.7,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,25,13.206463806423685
29.0,4.7,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,13.780827704713792
35.0,4.7,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,16,4.6546673493232245
30.0,4.3,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,41,14.143914925457633
,,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,22,17.087857789093004
26.0,4.9,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,15,13.820994739284906
38.0,4.5,Stormy,Jam,2,Drinks,scooter,1.0,No,Urban,38,12.410683448245182
38.0,4.2,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,40,10.635610592301747
37.0,4.6,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,26,12.456441061231704
27.0,4.8,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26,4.525340779183487
23.0,4.9,Stormy,High,0,Drinks,motorcycle,0.0,No,Metropolitian,28,3.02765764656144
22.0,4.5,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,21,6.1014633057865
34.0,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,3.1072586381007383
37.0,4.8,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Urban,26,9.07578658467134
31.0,4.6,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,22,7.7572195244054
23.0,4.7,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,11,4.6605042889956545
22.0,4.6,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,27,4.538300174274406
35.0,3.8,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,36,11.909113286148889
32.0,4.8,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,27,9.115310393749246
23.0,4.6,Sandstorms,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,21,9.357110834473163
25.0,4.2,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,18,3.103405864186195
28.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,48,10.700952266897463
24.0,4.7,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,12.091338125460583
,,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,26,20.84373886764406
26.0,4.2,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,42,17.08691687613699
33.0,4.5,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,23,13.574540609638467
38.0,4.8,Fog,Jam,2,Drinks,scooter,2.0,No,Metropolitian,40,10.581282368580718
25.0,4.6,Sandstorms,Jam,1,Snack,scooter,0.0,No,,16,19.74930447093798
38.0,4.6,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,27,6.0550722689685905
33.0,4.2,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,41,7.59684413463561
35.0,3.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,42,17.287005375714283
20.0,4.9,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,38,10.580483992706819
29.0,4.9,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,36,19.64707177350847
24.0,4.8,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,21,6.045959609055453
38.0,4.5,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,30,12.24862606399407
39.0,4.9,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,24,12.066482451024875
30.0,4.6,Cloudy,High,2,Snack,motorcycle,1.0,No,Urban,31,1.5513567266764514
27.0,4.7,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,19,12.091777892341293
25.0,4.5,Cloudy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,26,7.456127699763054
20.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,3.119316064509549
31.0,4.8,Sandstorms,Low,2,Buffet,scooter,0.0,No,Urban,16,11.000823613167864
28.0,4.8,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,17,3.1430928207904922
15.0,1.0,,,3,Buffet,motorcycle,1.0,No,Metropolitian,39,7.642181463717292
39.0,4.9,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,29,12.108951842446006
35.0,4.8,Windy,Medium,1,Meal,motorcycle,1.0,No,Urban,29,13.672895705710657
38.0,3.8,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,31,13.762486759031995
23.0,4.8,Windy,Low,1,Snack,motorcycle,,No,Urban,18,13.762123676068914
30.0,4.7,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,25,4.538300174274406
32.0,5.0,Cloudy,Jam,1,Buffet,scooter,,No,Metropolitian,33,4.466387864174954
35.0,4.8,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,51,20.838487251661093
35.0,4.5,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,27,19.606849698616024
29.0,4.5,Windy,Low,2,Snack,motorcycle,1.0,No,,18,1.4888414639198022
32.0,4.7,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,21,13.397467035729738
25.0,4.9,Fog,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,25,12.285715416764036
29.0,4.8,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,27,6.077070397746962
21.0,4.1,Fog,Jam,2,Meal,motorcycle,1.0,Yes,Metropolitian,41,19.351225692032006
24.0,5.0,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,34,20.19365961580915
31.0,4.3,Fog,Medium,2,Buffet,scooter,1.0,Yes,Metropolitian,40,19.64707177350847
25.0,4.7,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,43,19.351225692032006
27.0,4.8,Sunny,Low,1,Snack,motorcycle,1.0,No,Urban,20,9.08201464871387
39.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,25,4.7146391697631795
32.0,4.6,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,15,19.964101786641635
37.0,4.7,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,6.046752344596588
25.0,5.0,Fog,High,1,Meal,motorcycle,1.0,No,Metropolitian,32,6.077570947349443
36.0,4.8,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,24,1.5194773212324308
28.0,4.8,Windy,Jam,2,Meal,scooter,0.0,No,,16,19.459346942240362
20.0,4.7,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,13.757114163780207
27.0,4.7,Windy,Jam,2,Meal,scooter,0.0,No,Metropolitian,27,4.524419030703281
24.0,4.9,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,25,19.748391290343285
,,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,22,7.558313270955241
26.0,4.5,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,27,8.937339519835655
22.0,4.7,Cloudy,Low,1,Snack,scooter,0.0,No,,14,4.660638692090846
27.0,5.0,Windy,High,2,Drinks,scooter,1.0,No,Metropolitian,20,3.038740897567509
24.0,4.9,Sunny,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,13,13.980667091681113
29.0,4.8,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,22,6.206162220672319
24.0,4.7,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,14,10.696495487007079
39.0,4.8,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,22,1.464330772077425
,,,,3,Snack,scooter,3.0,Yes,Metropolitian,47,10.588656825580056
23.0,4.4,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,37,13.602617847910004
33.0,4.6,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,28,13.77804307981544
23.0,5.0,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,3.01694589522976
32.0,4.8,Windy,Low,2,Snack,scooter,1.0,No,Urban,27,7.857731631182655
21.0,4.7,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,13,1.5516072981539368
35.0,4.3,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,37,13.762123676068914
32.0,4.5,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,3.1142472224264246
34.0,5.0,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,16,4.558097614631286
28.0,4.6,Windy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,20,19.646385195505307
33.0,4.3,Stormy,Jam,1,Buffet,scooter,0.0,No,Urban,43,20.16824089997305
39.0,4.2,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,20,7.857731631182655
36.0,4.4,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,33,9.320258517228282
24.0,4.9,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,29,4.607726856885948
39.0,4.1,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,34,13.960071755484137
33.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,7.678429965317041
25.0,4.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,23,20.166518805839946
34.0,4.6,Cloudy,Low,0,Meal,motorcycle,1.0,Yes,Metropolitian,42,19.648675531891534
33.0,4.6,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,28,19.35038513075137
24.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,11.89750755388473
25.0,4.5,Windy,Jam,2,Buffet,electric_scooter,0.0,No,Urban,17,19.87016692643556
30.0,4.0,Stormy,High,0,Meal,motorcycle,1.0,No,Urban,48,6.124836276765968
22.0,4.6,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,17,9.308267674295875
21.0,5.0,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,4.6713990308839195
31.0,4.6,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,16,10.438174356900017
36.0,4.2,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,34,14.143914925457633
21.0,4.7,Cloudy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,14,3.0231605415943537
37.0,4.7,Sunny,Low,2,Meal,motorcycle,1.0,No,Urban,14,9.429277693727657
38.0,4.6,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,22,13.727269126896237
35.0,4.7,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,10,1.4897021521299971
30.0,4.3,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,39,16.710797628990175
39.0,5.0,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,25,6.206706067003809
39.0,4.9,Sunny,Medium,2,Buffet,scooter,0.0,No,Urban,17,4.392413368043043
25.0,4.7,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16,10.69883849076547
23.0,5.0,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20,11.910167511359655
,,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,30,7.767463768060465
29.0,4.6,Fog,Medium,1,Snack,motorcycle,1.0,No,Urban,29,17.287005375714283
25.0,5.0,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,44,16.84153817361136
26.0,4.9,Sunny,Low,2,Buffet,scooter,1.0,No,Urban,17,9.115310393749246
22.0,4.9,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Urban,17,1.5535383855306741
31.0,4.4,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,36,13.672318685203665
27.0,4.6,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,41,13.961784736006086
37.0,4.7,Stormy,Low,2,Buffet,motorcycle,1.0,No,Urban,23,3.103141581609365
35.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,32,7.641304180335232
26.0,4.8,Cloudy,Medium,2,Snack,scooter,0.0,No,Urban,10,5.856737404894285
29.0,4.8,Stormy,Low,2,Snack,scooter,1.0,No,Urban,15,8.932482237302986
32.0,4.7,Sunny,Medium,1,Buffet,scooter,0.0,No,Metropolitian,24,17.287005375714283
38.0,4.8,Sunny,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,20,9.429277693727657
38.0,4.8,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,28,3.102854376051203
39.0,4.5,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,46,13.77992447927296
39.0,4.0,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,37,4.473886640235502
21.0,4.6,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,13,2.928595379086292
37.0,3.9,Fog,Low,1,Drinks,scooter,2.0,No,Metropolitian,33,13.603020769129738
34.0,4.0,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,33,9.214358692300063
35.0,4.3,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,33,13.765089885886539
22.0,4.9,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,29,4.593064730356052
27.0,4.7,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,16,10.715255555192522
25.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,10,9.429277693727657
21.0,5.0,Cloudy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,21,6.206246654851814
33.0,4.8,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,30,4.55787702150398
21.0,5.0,Fog,High,0,Snack,motorcycle,0.0,No,Metropolitian,20,6.115197658562701
29.0,2.5,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,44,19.901813663797526
39.0,4.6,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,35,7.756862221596323
34.0,4.6,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,43,13.622890762374356
36.0,4.8,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,30,9.429277693727657
26.0,4.8,Sandstorms,Medium,2,Buffet,electric_scooter,0.0,No,Urban,22,9.175140679101585
29.0,4.6,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,21,19.901813663797526
22.0,4.6,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Urban,15,9.068788946155273
36.0,4.5,Windy,Low,0,Meal,motorcycle,,No,Metropolitian,23,1.559576226372114
27.0,4.9,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,20,12.413609140704988
36.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,47,13.398058466719286
20.0,4.7,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Urban,19,12.286068719868755
36.0,4.8,Sunny,Medium,2,Snack,motorcycle,1.0,No,Urban,24,16.712049253582034
33.0,4.6,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,23,9.309876822097578
35.0,4.7,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,27,17.126722896401485
32.0,5.0,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,20,9.309014398096174
24.0,5.0,Stormy,Jam,1,Meal,motorcycle,0.0,No,Urban,13,9.34257952033752
27.0,4.1,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,7.641613340855363
21.0,4.5,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,20.19357392613407
20.0,4.8,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,14.143914925457633
28.0,4.7,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,13,9.309175648130681
22.0,4.8,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,21,16.71070486908542
24.0,4.6,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,14,1.5296276736038823
21.0,4.9,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,10.248754051249831
37.0,5.0,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,49,13.757549406676432
39.0,4.9,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25,12.228878876298337
21.0,4.5,Windy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,16,1.5311643441941674
28.0,4.6,Windy,High,2,Buffet,scooter,1.0,No,Metropolitian,22,1.5287628536616646
39.0,4.8,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,27,9.068876128766657
33.0,4.3,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,1.5195163108188834
20.0,5.0,Cloudy,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,45,13.397475197267998
30.0,4.9,Cloudy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,30,13.821401573435221
23.0,4.6,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,18,7.596255664668238
27.0,4.1,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,36,14.143914925457633
33.0,4.6,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,20,20.430094772882978
30.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,11.000823613167864
32.0,4.4,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,32,8.922243436622473
33.0,3.6,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Urban,34,14.013449280658135
36.0,4.9,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,33,3.102622677639839
37.0,4.6,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,28,3.0388810674680773
24.0,4.2,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,41,12.411852193428208
31.0,4.9,Sunny,Low,1,Meal,motorcycle,1.0,No,Urban,19,12.248123056512325
31.0,4.2,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,40,17.127262112734307
26.0,4.5,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,26,10.75080069682208
25.0,4.8,Stormy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,17,10.716531625011728
26.0,4.7,Sandstorms,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,21,13.672467376825999
32.0,4.7,Sunny,Low,2,Meal,scooter,1.0,No,Urban,19,7.767586368609408
22.0,4.7,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,19,3.0575392111275703
24.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,7.756853325887348
25.0,4.8,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,25,19.904854339933596
22.0,4.8,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,17,9.186914625272605
38.0,3.7,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,39,13.397583663216206
36.0,4.3,Stormy,Medium,1,Meal,scooter,1.0,No,Urban,32,12.410778697930828
39.0,4.3,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,46,20.955484975057832
38.0,4.7,Stormy,Low,1,Snack,motorcycle,1.0,No,,24,11.91598644883055
21.0,4.3,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,31,17.155142717983708
23.0,4.6,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,39,12.427430750692075
25.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,15,3.059212097005474
39.0,4.7,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,27,7.642246709151674
21.0,4.6,Sandstorms,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,15,19.349820088855637
25.0,4.6,Stormy,Low,1,Buffet,scooter,0.0,No,Metropolitian,12,16.59085376299137
34.0,4.6,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,19,16.590817142133243
38.0,4.2,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,1.5571051611425668
38.0,4.6,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,39,6.033658008553834
39.0,4.3,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,38,4.660730175387073
21.0,4.7,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,20,20.430094772882978
37.0,4.9,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,27,3.0387820580733607
23.0,4.1,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,17,7.756326843010645
28.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,46,12.154006744753143
21.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Urban,13,5.956603337082311
,,Fog,Medium,2,Buffet,scooter,0.0,No,Urban,10,7.5590101343424605
37.0,4.9,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,42,19.331468373975955
22.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,19,9.309187195922611
25.0,5.0,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,27,13.672330581313085
38.0,4.5,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,18,7.597101428642271
29.0,4.8,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,28,13.780188859882495
22.0,4.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,Urban,17,12.286068719868755
26.0,4.8,Windy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,27,7.568674945577444
20.0,4.7,Cloudy,High,2,Meal,electric_scooter,1.0,No,Metropolitian,23,1.5515785514427964
37.0,4.5,Windy,Low,0,Meal,motorcycle,,No,Metropolitian,23,10.750260600969305
